Satellite Name,Time (UTC),Latitude,Longitude,Altitude (m)
STARLINK-1010,2026-01-04T06:08:41Z,50.62643139186388,-95.58184213745082,397069.12799225573
STARLINK-1010,2026-01-04T06:18:41Z,47.130316188577545,-37.489897007894726,397162.5925709485
STARLINK-1010,2026-01-04T06:28:41Z,21.483792005798982,-3.4739384423266726,392856.5631882585
STARLINK-1010,2026-01-04T06:38:41Z,-9.521133097414802,18.31020411394136,394377.22389272787
STARLINK-1010,2026-01-04T06:48:41Z,-38.4517505384761,44.99574407341671,403236.637662149
STARLINK-1010,2026-01-04T06:58:41Z,-53.20684359475117,95.63275847453491,408097.1596152804
STARLINK-1010,2026-01-04T07:08:41Z,-38.74638861365396,146.60061105834015,401579.66949097975
STARLINK-1010,2026-01-04T07:18:41Z,-9.865776175080125,173.46835680615223,391693.789379928
STARLINK-1010,2026-01-04T07:28:41Z,21.17590148314194,-164.75756811586774,390310.0402525434
STARLINK-1010,2026-01-04T07:38:41Z,46.9498597555203,-130.9519408136385,395970.38545288774
STARLINK-1010,2026-01-04T07:48:41Z,50.74884465215428,-72.93241069530717,397825.7634934843
STARLINK-1010,2026-01-04T07:58:41Z,28.269470063545597,-32.93521774879751,393698.7239188851
STARLINK-1010,2026-01-04T08:08:41Z,-2.295789561988808,-10.043202162551077,393165.7102341654
STARLINK-1010,2026-01-04T08:18:41Z,-32.356239013359314,13.98075464278336,401046.71938305924
STARLINK-1010,2026-01-04T08:28:41Z,-52.23188530657831,58.016214968433964,407963.3420558041
STARLINK-1010,2026-01-04T08:38:41Z,-44.132213518423896,114.10041838239154,403899.4577827261
STARLINK-1010,2026-01-04T08:48:41Z,-16.995925082174548,144.8619351366824,393525.68276963243
STARLINK-1010,2026-01-04T08:58:41Z,14.135016219105376,166.39147207032,389678.31886138115
STARLINK-1010,2026-01-04T09:08:41Z,42.097916607197256,-164.49544089990556,394619.56441378937
STARLINK-1010,2026-01-04T09:18:41Z,52.82233784631933,-109.98156411974794,398103.0138979865
STARLINK-1010,2026-01-04T09:28:41Z,34.690054269878196,-63.26221089908558,394756.44445508556
STARLINK-1010,2026-01-04T09:38:41Z,4.953187418729504,-38.343227065733586,392480.6489751541
STARLINK-1010,2026-01-04T09:48:41Z,-25.79507065598089,-15.977533969146984,398808.32323917246
STARLINK-1010,2026-01-04T09:58:41Z,-49.537501808980835,21.554056630084133,407164.6215980273
STARLINK-1010,2026-01-04T10:08:41Z,-48.552131383571925,79.8763943648558,405839.43718844734
STARLINK-1010,2026-01-04T10:18:41Z,-23.94507179563072,115.8130013842324,395766.1003124231
STARLINK-1010,2026-01-04T10:28:41Z,6.950879240814414,137.9012584049145,389585.7430820192
STARLINK-1010,2026-01-04T10:38:41Z,36.39720763935916,163.58757931153923,393162.9199835226
STARLINK-1010,2026-01-04T10:48:41Z,53.08576740285142,-147.80401407974938,397941.0485594993
STARLINK-1010,2026-01-04T10:58:41Z,40.57603795810042,-94.77893531540776,395870.70768661454
STARLINK-1010,2026-01-04T11:08:41Z,12.156739014496097,-66.76371655251003,392331.4524041624
STARLINK-1010,2026-01-04T11:18:41Z,-18.91707552465285,-45.182142298145685,396705.6955728773
STARLINK-1010,2026-01-04T11:28:41Z,-45.43768116322842,-13.162061747156216,405780.9505656606
STARLINK-1010,2026-01-04T11:38:41Z,-51.6622707738551,43.851183974565735,407250.2568040007
STARLINK-1010,2026-01-04T11:48:41Z,-30.61025807490805,86.0827748111837,398253.4028669625
STARLINK-1010,2026-01-04T11:58:41Z,-0.2989700683334334,109.58071389653526,390095.18019486766
STARLINK-1010,2026-01-04T12:08:41Z,30.102157895761565,132.95795929584276,391766.69392451365
STARLINK-1010,2026-01-04T12:18:41Z,51.501069957989586,174.81760280511438,397338.2131779529
STARLINK-1010,2026-01-04T12:28:41Z,45.693748343878475,-127.83304533628716,396881.9214234332
STARLINK-1010,2026-01-04T12:38:41Z,19.240551736028657,-95.48958593711983,392672.5949006276
STARLINK-1011,2026-01-03T12:48:41Z,45.938366245167764,-22.58517187800704,553759.7510049138
STARLINK-1011,2026-01-03T12:58:41Z,20.62484044307261,9.137035748660383,548699.8781080015
STARLINK-1011,2026-01-03T13:08:41Z,-9.368529746190571,30.03695146576798,550310.3766427224
STARLINK-1011,2026-01-03T13:18:41Z,-37.47625296076166,55.39986491316812,559820.4307382114
STARLINK-1011,2026-01-03T13:28:41Z,-53.09800106119611,102.80693415339394,566540.6569963599
STARLINK-1011,2026-01-03T13:38:41Z,-41.326663039981106,154.21011979407555,562437.281914984
